HS2002,SITCR2
520832,65224
520833,65224
520839,65224
520841,65224
520842,65224
520843,65224
520849,65224
520851,65224
520852,65224
520853,65224
520859,65224
520911,65214
520912,65214
520919,65214
520921,65224
520922,65224
520929,65224
520931,65224
520932,65224
520939,65224
520941,65224
520942,65224
520943,65224
520949,65224
520951,65224
520952,65224
520959,65224
521011,65215
521012,65215
521019,65215
521021,65225
521022,65225
521029,65225
521031,65225
521032,65225
521039,65225
521041,65225
521042,65225
521049,65225
521051,65225
521052,65225
521059,65225
521111,65215
521112,65215
521119,65215
521121,65225
521122,65225
521129,65225
521131,65225
521132,65225
521139,65225
521141,65225
521142,65225
521143,65225
521149,65225
521151,65225
521152,65225
521159,65225
521211,65215
521212,65225
521213,65225
521214,65225
521215,65225
521221,65215
521222,65225
521223,65225
521224,65225
521225,65225
530110,26511
530121,26512
530129,26512
530130,26513
530210,2652
530290,2652
530310,2640
530390,2640
530410,2654
530490,2654
530511,26591
530519,26591
530521,2655
530529,2655
530590,26599
530610,65196
530620,65196
530710,65198
530720,65198
530810,65199
530820,65199
530890,65199
530911,6544
530919,6544
530921,6544
530929,6544
531010,6545
531090,6545
531100,65498
540110,65146
540120,65171
540210,65143
540220,65146
540231,65141
540232,65141
540233,65144
540239,65147
540241,65142
540242,65145
540243,65145
540249,65147
540251,65143
540252,65146
540259,65147
540261,65143
540262,65146
540269,65147
540310,65171
540320,65171
540331,65171
540332,65171
540333,65172
540339,65173
540341,65171
540342,65172
540349,65173
540410,65149
540490,65149
540500,65178
540610,65151
540620,65181
540710,65315
540720,65315
540730,65315
540741,65315
540742,65315
540743,65315
540744,65315
540751,65315
540752,65315
540753,65315
540754,65315
540761,65315
540769,65315
540771,65315
540772,65315
540773,65315
540774,65315
540781,65316
540782,65316
540783,65316
540784,65316
540791,65316
540792,65316
540793,65316
540794,65316
540810,65355
540821,65355
540822,65355
540823,65355
540824,65355
540831,65356
540832,65356
540833,65356
540834,65356
550110,26661
550120,26662
550130,26663
550190,26669
550200,26712
550310,26651
550320,26652
550330,26653
550340,26659
550390,26659
550410,26711
550490,26711
550510,26721
550520,26722
550610,26671
550620,26672
550630,26673
550690,26679
550700,26713
550810,65148
550820,65174
550911,65148
550912,65148
550921,65148
550922,65148
550931,65148
550932,65148
550941,65148
550942,65148
550951,65168
550952,65167
550953,65166
550959,65168
550961,65167
550962,65166
550969,65168
550991,65167
550992,65166
550999,65168
551011,65174
551012,65174
551020,65176
551030,65175
551090,65177
551110,65152
551120,65169
551130,65182
551211,6532
551219,6532
551221,6532
551229,6532
551291,6532
551299,6532
551311,65341
551312,65341
551313,65341
551319,65341
551321,65341
551322,65341
551323,65341
551329,65341
551331,65341
551332,65341
551333,65341
551339,65341
551341,65341
551342,65341
551343,65341
551349,65341
551411,65341
551412,65341
551413,65341
551419,65341
551421,65341
551422,65341
551423,65341
551429,65341
551431,65341
551432,65341
551433,65341
551439,65341
551441,65341
551442,65341
551443,65341
551449,65341
551511,65349
551512,65343
551513,65342
551519,65349
551521,65343
551522,65342
551529,65349
551591,65343
551592,65342
551599,65349
551611,6536
551612,6536
551613,6536
551614,6536
551621,65383
551622,65383
551623,65383
551624,65383
551631,65382
551632,65382
551633,65382
551634,65382
551641,65381
551642,65381
551643,65381
551644,65381
551691,65389
551692,65389
551693,65389
551694,65389
560110,65771
560121,65771
560122,65771
560129,65771
560130,65771
560210,6571
560221,6571
560229,6571
560290,6571
560311,6572
560312,6572
560313,6572
560314,6572
560391,6572
560392,6572
560393,6572
560394,6572
560410,62103
560420,62103
560490,62102
560500,65191
560600,65603
560710,65751
560721,65751
560729,65751
560741,65751
560749,65751
560750,65751
560790,65751
560811,65752
560819,65752
560890,65752
560900,65759
570110,65921
570190,65929
570210,6593
570220,65962
570231,65942
570232,65952
570239,65962
570241,65942
570242,65952
570249,65962
570251,65942
570252,65952
570259,65962
570291,65942
570292,65952
570299,65962
570310,65941
570320,65951
570330,65951
570390,65961
570410,65963
570490,65963
570500,65962
580110,65434
580121,65224
580122,65223
580123,65223
580124,65223
580125,65223
580126,65223
580131,6539
580132,6539
580133,6539
580134,6539
580135,6539
580136,6539
580190,65499
580211,65212
580219,65222
580220,6539
580230,6539
580310,65221
580390,65315
580410,65604
580421,65605
580429,65605
580430,65605
580500,65891
580610,65601
580620,6574
580631,65601
580632,65601
580639,65601
580640,65601
580710,65602
580790,6572
580810,65603
580890,65603
580900,65491
581010,65606
581091,65606
581092,65606
581099,65606
581100,65224
590110,65731
590190,65731
590210,65314
590220,65314
590290,65314
590310,65732
590320,65732
590390,65732
590410,65912
590490,65912
590500,65732
590610,65733
590691,6553
590699,65733
590700,65739
590800,65772
590900,65791
591000,65792
591110,65773
591120,65773
591131,65773
591132,65773
591140,65773
591190,65773
600110,65521
600121,65522
600122,6551
600129,65529
600191,65522
600192,6551
600199,65529
600240,6552
600290,6552
600310,6552
600320,6552
600330,6552
600340,6552
600390,6552
600410,6552
600490,6552
600510,6552
600521,6552
600522,6552
600523,6552
600524,6552
600531,6552
600532,6552
600533,6552
600534,6552
600541,6552
600542,6552
600543,6552
600544,6552
600590,6552
600610,6552
600621,6552
600622,6552
600623,6552
600624,6552
600631,6552
600632,6552
600633,6552
600634,6552
600641,6552
600642,6552
600643,6552
600644,6552
600690,6552
610110,84591
610120,84592
610130,84593
610190,84599
610210,84591
610220,84592
610230,84593
610290,84599
610311,84591
610312,84593
610319,84599
610321,84591
610322,84592
610323,84593
610329,84599
610331,84591
610332,84592
610333,84593
610339,84599
610341,84591
610342,84592
610343,84593
610349,84594
610411,84521
610412,84522
610413,84523
610419,84529
610421,84521
610422,84522
610423,84523
610429,84529
610431,84591
610432,84592
610433,84593
610439,84599
610441,84521
610442,84522
610443,84523
610444,84524
610449,84529
610451,84521
610452,84522
610453,84523
610459,84529
610461,84591
610462,84592
610463,84593
610469,84599
610510,84621
610520,84632
610590,84649
610610,84592
610620,84593
610690,84599
610711,84629
610712,84633
610719,84649
610721,84629
610722,84633
610729,84649
610791,84592
610792,84593
610799,84591
610811,84634
610819,84629
610821,84629
610822,84634
610829,84649
610831,84629
610832,84634
610839,84649
610891,84592
610892,84593
610899,84599
610910,84629
610990,84633
611011,8451
611012,8451
611019,8451
611020,84512
611030,84513
611090,84519
611110,84591
611120,84592
611130,84593
611190,84599
611211,84592
611212,84593
611219,84599
611220,84593
611231,84593
611239,84599
611241,84593
611249,84599
611300,84723
611410,84591
611420,84592
611430,84593
611490,84599
611511,84631
611512,84631
611519,84611
611520,84722
611591,84722
611592,84722
611593,84722
611599,84722
611610,84723
611691,84721
611692,84721
611693,84721
611699,84721
611710,84593
611720,84592
611780,84593
611790,84599
620111,84211
620112,84219
620113,84219
620119,84219
620191,84292
620192,84293
620193,84294
620199,84299
620211,84311
620212,84312
620213,84313
620219,84319
620291,84392
620292,84393
620293,84394
620299,84399
620311,84221
620312,84223
620319,84229
620321,84221
620322,84222
620323,84223
620329,84229
620331,84241
620332,84242
620333,84243
620339,84249
620341,84231
620342,84232
620343,84233
620349,84239
620411,84321
620412,84322
620413,84323
620419,84329
620421,84321
620422,84322
620423,84323
620429,84329
620431,84311
620432,84312
620433,84313
620439,84319
620441,84331
620442,84332
620443,84333
620444,84333
620449,84339
620451,84341
620452,84342
620453,84343
620459,84349
620461,84392
620462,84393
620463,84394
620469,84399
620510,84419
620520,84411
620530,84412
620590,84419
620610,84359
620620,84359
620630,84351
620640,84352
620690,84359
620711,84421
620719,84422
620721,84421
620722,84422
620729,84429
620791,84293
620792,84294
620799,84292
620811,84432
620819,84439
620821,84431
620822,84432
620829,84439
620891,84393
620892,84394
620899,84392
620910,84392
620920,84393
620930,84394
620990,84399
621010,84292
621020,84291
621030,84391
621040,84291
621050,84391
621111,84294
621112,84394
621120,84394
621131,84292
621132,84293
621133,84294
621139,84299
621141,84392
621142,84393
621143,84394
621149,84399
621210,84651
621220,84652
621230,84652
621290,84652
621310,84711
621320,84711
621390,84711
621410,84712
621420,84712
621430,84712
621440,84712
621490,84712
621510,84713
621520,84713
621590,84713
621600,84714
621710,84719
621790,84719
630110,77585
630120,65831
630130,65832
630140,65833
630190,65839
630210,65898
630221,65841
630222,65842
630229,65842
630231,65841
630232,65842
630239,65842
630240,65898
630251,65843
630252,65844
630253,65844
630259,65844
630260,65845
630291,65845
630292,65846
630293,65846
630299,65846
630311,65898
630312,65898
630319,65898
630391,65848
630392,65849
630399,65849
630411,65898
630419,65849
630491,65898
630492,65848
630493,65849
630499,65849
630510,6581
630520,6581
630532,6581
630533,6581
630539,6581
630590,6581
630611,65821
630612,65829
630619,65829
630621,65821
630622,65829
630629,65829
630631,65829
630639,65821
630641,65821
630649,65829
630691,65821
630699,65829
630710,65899
630720,65899
630790,65899
630800,65224
630900,26901
631010,26902
631090,26902
640110,85101
640191,85101
640192,85101
640199,85101
640212,85101
640219,85101
640220,85101
640230,85101
640291,85101
640299,85101
640312,85102
640319,85102
640320,85102
640330,85102
640340,85102
640351,85102
640359,85102
640391,85102
640399,85102
640411,85102
640419,85102
640420,85102
640510,85103
640520,85103
640590,85104
640610,6123
640620,6123
640691,6123
640699,6123
650100,65761
650200,65762
650300,84841
650400,84842
650510,84843
650590,84843
650610,84849
650691,84849
650692,84849
650699,84849
650700,84848
660110,89941
660191,89941
660199,89941
660200,89942
660310,89949
660320,89949
660390,89949
670100,89992
670210,89993
670290,89993
670300,89994
670411,89995
670419,89995
670420,89995
670490,89995
680100,66131
680210,66132
680221,66132
680222,66132
680223,66132
680229,66132
680291,66132
680292,66132
680293,66132
680299,66132
680300,66133
680410,6631
680421,6631
680422,6631
680423,6631
680430,6631
680510,6632
680520,6632
680530,6632
680610,6635
680620,6635
680690,6635
680710,66181
680790,66181
680800,66182
680911,66331
680919,66331
680990,66331
681011,66332
681019,66332
681091,66332
681099,66332
681110,66183
681120,66183
681130,66183
681190,66183
681250,66381
681260,66381
681270,66381
681290,66381
681310,66382
681390,66382
681410,66333
681490,66333
681510,66339
681520,66339
681591,66339
681599,66339
690100,66231
690210,66232
690220,66232
690290,66232
690310,6637
690320,6637
690390,6637
690410,66241
690490,66241
690510,66242
690590,66242
690600,66243
690710,66244
690790,66244
690810,66245
690890,66245
690911,66391
690912,66391
690919,66391
690990,66391
691010,8122
691090,8122
691110,6664
691190,6664
691200,6665
691310,6666
691390,6666
691410,66392
691490,66392
700100,66414
700210,66415
700220,66415
700231,66415
700232,66415
700239,66415
700312,6645
700319,6645
700320,6645
700330,6645
700420,6643
700490,6643
700510,6644
700521,6644
700529,6644
700530,6644
700600,66491
700711,6647
700719,6647
700721,6647
700729,6647
700800,66491
700910,6648
700991,6648
700992,6648
701010,66581
701020,66511
701090,66511
701110,66492
701120,66492
701190,66492
701200,66512
701310,6652
701321,6652
701329,6652
701331,6652
701332,6652
701339,6652
701391,6652
701399,6652
701400,81241
701510,6642
701590,66493
701610,66582
701690,6646
701710,66581
701720,66581
701790,66581
701810,66582
701820,66582
701890,66582
701911,65195
701912,65195
701919,65195
701931,66494
701932,66494
701939,66494
701940,6546
701951,6546
701952,6546
701959,6546
701990,66494
702000,66589
710110,6671
710121,6671
710122,6671
710210,66721
710221,2771
710229,2771
710231,66722
710239,66729
710310,6673
710391,6673
710399,6673
710410,6674
710420,6674
710490,6674
710510,27721
710590,27721
710610,68114
710691,68113
710692,68114
710700,68112
710811,97101
710812,97101
710813,97101
710900,97102
711011,68123
711019,68125
711021,68124
711029,68125
711031,68124
711039,68125
711041,68124
711049,68125
711100,68122
711230,97103
711291,97103
711292,28902
711299,28902
711311,89731
711319,89731
711320,89731
711411,89732
711419,89732
711420,89732
711510,8974
711590,8974
711610,89733
711620,89733
711711,89983
711719,8972
711790,8972
711810,9610
720110,6712
720120,6712
720150,6712
720211,67161
720219,67161
720221,67162
720229,67162
720230,67169
720241,67169
720249,67169
720250,67169
720260,67169
720270,67169
720280,67169
720291,67169
720292,67169
720293,67169
720299,67169
720310,67133
720390,67133
720410,28201
720421,28202
720429,28202
720430,28209
720441,28209
720449,28209
720450,67244
720510,67131
720521,67132
720529,67132
720610,67241
720690,67245
720711,67251
720712,67251
720719,67251
720720,67252
720810,67271
720825,67271
720826,67271
720827,67271
720836,67271
720837,67271
720838,67271
720839,67271
720840,67451
720851,67441
720852,67441
720853,67451
720854,67461
720890,67491
720915,67451
720916,67461
720917,67461
720918,67461
720925,67441
720926,67461
720927,67461
720928,67461
720990,67491
721011,6747
721012,6747
721020,67491
721030,67491
721041,67491
721049,67491
721050,67491
721061,67491
721069,67491
721070,67491
721090,67491
721113,67441
721114,67441
721119,67461
721123,67461
721129,67462
721190,67461
721210,6747
721220,67491
721230,67491
721240,67491
721250,67491
721260,67491
721310,67311
721320,67312
721391,67311
721399,67311
721410,67327
721420,67326
721430,67325
721491,67326
721499,67326
721510,67325
721550,67322
721590,67327
721610,67331
721621,67333
721622,67333
721631,67332
721632,67332
721633,67332
721640,67333
721650,67333
721661,67334
721669,67334
721691,67335
721699,67335
721710,67701
721720,67701
721730,67701
721790,67702
721810,67243
721891,67254
721899,67254
721911,67274
721912,67274
721913,67274
721914,67274
721921,67443
721922,67443
721923,67453
721924,67463
721931,67443
721932,67453
721933,67463
721934,67463
721935,67463
721990,67493
722011,67274
722012,67274
722020,67463
722090,67493
722100,67314
722211,67324
722219,67324
722220,67324
722230,67324
722240,67338
722300,67704
722410,67244
722490,67255
722511,67454
722519,67454
722520,67454
722530,67275
722540,67454
722550,67454
722591,67494
722592,67494
722599,67494
722611,67454
722619,67454
722620,67454
722691,67454
722692,67454
722693,67494
722694,67494
722699,67494
722710,67325
722720,67325
722790,67315
722810,67325
722820,67325
722830,67325
722840,67325
722850,67325
722860,67325
722870,67339
722880,67324
722910,67705
722920,67705
722990,67705
730110,67336
730120,6911
730210,67601
730230,67602
730240,67602
730290,67602
730300,6781
730410,6782
730421,7239
730429,7239
730431,6782
730439,6782
730441,6782
730449,6782
730451,6782
730459,6782
730490,6782
730511,6783
730512,6783
730519,6783
730520,6783
730531,6783
730539,6783
730590,6783
730610,6783
730620,6783
730630,6783
730640,6783
730650,6783
730660,6783
730690,6783
730711,6785
730719,6785
730721,6785
730722,6785
730723,6785
730729,6785
730791,6785
730792,6785
730793,6785
730799,6785
730810,6911
730820,6911
730830,6911
730840,6911
730890,6911
730900,69211
731010,69241
731021,69241
731029,69241
731100,69243
731210,69311
731290,69311
731300,6932
731412,69351
731413,69351
731414,69351
731419,69351
731420,69351
731431,69351
731439,69351
731441,69351
731442,69351
731449,69351
731450,69351
731511,6992
731512,6992
731519,6992
731520,6992
731581,6992
731582,6992
731589,6992
731590,6992
731600,69971
731700,69401
731811,69402
731812,69402
731813,69402
731814,69402
731815,69402
731816,69402
731819,69402
731821,69402
731822,69402
731823,69402
731824,69402
731829,69402
731910,69931
731920,69932
731930,69932
731990,69931
732010,69941
732020,69941
732090,69941
732111,69731
732112,69731
732113,69731
732181,69732
732182,69732
732183,69732
732190,69733
732211,8121
732219,8121
732290,8121
732310,69741
732391,69741
732392,69741
732393,69741
732394,69741
732399,69741
732410,69751
732421,69751
732429,69751
732490,69751
732510,67941
732591,67941
732599,67941
732611,6793
732619,6793
732620,69979
732690,69979
740110,28712
740120,28712
740200,68211
740311,68212
740312,68212
740313,68212
740319,68212
740321,68212
740322,68212
740323,68212
740329,68212
740400,28821
740500,68213
740610,68224
740620,68224
740710,68221
740721,68221
740722,68221
740729,68221
740811,68221
740819,68221
740821,68221
740822,68221
740829,68221
740911,68222
740919,68222
740921,68222
740929,68222
740931,68222
740939,68222
740940,68222
740990,68222
741011,68223
741012,68223
741021,68223
741022,68223
741110,68225
741121,68225
741122,68225
741129,68225
741210,68226
741220,68226
741300,69312
741420,69352
741490,69352
741510,69403
741521,69403
741529,69403
741533,69403
741539,69403
741600,69942
741700,69734
741811,69742
741819,69742
741820,69752
741910,69981
741991,69981
741999,69981
750110,28722
750120,28722
750210,6831
750220,6831
750300,28822
750400,68322
750511,68321
750512,68321
750521,68321
750522,68321
750610,68322
750620,68322
750711,68323
750712,68323
750720,68323
750810,69982
750890,69982
760110,6841
760120,6841
760200,28823
760310,68424
760320,68424
760410,68421
760421,68425
760429,68421
760511,68421
760519,68421
760521,68421
760529,68421
760611,68422
760612,68422
760691,68422
760692,68422
760711,68423
760719,68423
760720,68423
760810,68425
760820,68425
760900,68426
761010,6912
761090,6912
761100,69213
761210,69242
761290,69242
761300,69244
761410,69313
761490,69313
761511,69743
761519,69743
761520,69753
761610,69983
761691,69983
761699,69983
780110,68512
780191,68513
780199,68511
780200,28824
780300,68521
780411,68523
780419,68522
780420,68523
780500,68524
780600,69984
790111,6861
790112,6861
790120,6861
790200,28825
790310,68633
790390,68633
790400,68631
790500,68632
790600,68634
790700,69985
800110,6871
800120,6871
800200,28826
800300,68721
800400,68722
800500,68723
800600,68724
800700,69986
810110,68911
810194,68911
810195,69991
810196,69991
810197,68911
810199,69991
810210,68912
810294,68912
810295,69992
810296,69992
810297,68912
810299,69992
810320,68913
810330,68913
810390,69993
810411,68915
810419,68915
810420,68914
810430,69994
810490,69994
810520,68999
810530,68999
810590,69999
810600,68999
810720,68999
810730,68999
810790,69999
810820,68999
810830,68999
810890,69999
810920,68999
810930,68999
810990,69999
811010,68999
811020,68999
811090,68999
811100,68999
811212,68991
811213,68991
811219,69995
811221,68999
811222,68999
811229,68999
811230,68999
811240,68999
811251,68999
811252,68999
811259,69999
811292,68999
811299,69999
811300,68999
820110,6951
820120,6951
820130,6951
820140,6951
820150,69605
820160,6951
820190,6951
820210,69531
820220,69531
820231,69531
820239,69531
820240,69531
820291,69531
820299,69531
820310,69533
820320,69534
820330,69534
820340,69534
820411,69532
820412,69532
820420,69532
820510,69539
820520,69539
820530,69539
820540,69539
820551,69539
820559,69539
820560,69539
820570,69539
820580,69539
820590,69539
820600,69539
820713,69541
820719,69541
820720,69541
820730,69541
820740,69541
820750,69541
820760,69541
820770,69541
820780,69541
820790,69541
820810,69542
820820,69542
820830,69542
820840,69542
820890,69542
820900,69543
821000,69781
821110,69608
821191,69608
821192,69608
821193,69608
821194,69608
821195,69608
821210,69603
821220,69603
821290,69603
821300,69604
821410,69605
821420,69605
821490,69605
821510,69606
821520,69606
821591,69606
821599,69606
830110,69911
830120,69911
830130,69911
830140,69911
830150,69911
830160,69911
830170,69911
830210,69913
830220,69913
830230,69913
830241,69913
830242,69913
830249,69913
830250,69913
830260,69913
830300,69912
830400,89511
830510,89512
830520,89512
830590,89512
830610,69962
830621,69782
830629,69782
830630,69782
830710,69961
830790,69961
830810,69933
830820,69933
830890,69933
830910,69963
830990,69963
831000,69964
831110,69965
831120,69965
831130,69965
831190,69965
840110,7187
840120,7435
840130,7187
840140,7187
840211,7111
840212,7111
840219,7111
840220,7111
840290,71191
840310,8121
840390,8121
840410,7112
840420,7112
840490,71199
840510,7411
840590,7411
840610,7126
840681,7126
840682,7126
840690,7129
840710,71311
840721,71331
840729,71332
840731,7132
840732,7132
840733,7132
840734,7132
840790,7138
840810,71332
840820,7132
840890,7138
840910,71319
840991,7139
840999,7139
841011,71881
841012,71881
841013,71881
841090,71889
841111,7144
841112,7144
841121,71481
841122,71481
841181,71488
841182,71488
841191,71491
841199,71499
841210,7144
841221,71882
841229,71882
841231,71888
841239,71888
841280,71888
841290,7188
841311,74281
841319,74288
841320,7421
841330,7421
841340,7421
841350,7421
841360,7423
841370,7422
841381,74288
841382,74288
841391,7429
841392,7429
841410,7431
841420,7431
841430,7431
841440,7431
841451,77572
841459,7434
841460,77572
841480,7431
841490,7432
841510,7415
841520,7415
841581,7415
841582,7415
841583,7415
841590,7415
841610,7412
841620,7412
841630,7412
841690,7412
841710,74132
841720,74132
841780,74132
841790,74132
841810,77521
841821,77521
841822,77521
841829,77521
841830,77522
841840,77522
841850,74141
841861,74141
841869,74141
841891,74149
841899,74149
841911,69735
841919,69735
841920,7416
841931,7416
841932,7416
841939,7416
841940,7416
841950,7416
841960,7416
841981,7416
841989,7416
841990,7416
842010,74521
842091,74521
842099,74521
842111,7435
842112,7435
842119,7435
842121,7436
842122,7436
842123,7436
842129,7436
842131,7436
842139,7436
842191,7439
842199,7439
842211,7753
842219,74522
842220,74522
842230,74522
842240,74522
842290,74523
842310,74525
842320,74525
842330,74525
842381,74525
842382,74525
842389,74525
842390,74526
842410,74527
842420,74527
842430,74527
842481,74527
842489,74527
842490,74527
842511,74421
842519,74421
842520,74421
842531,74421
842539,74421
842541,74428
842542,74428
842549,74428
842611,74422
842612,74422
842619,74422
842620,74422
842630,74422
842641,74428
842649,74428
842691,74428
842699,74428
842710,74411
842720,74411
842790,74428
842810,74424
842820,74423
842831,74428
842832,74428
842833,74428
842839,74428
842840,74425
842850,74428
842860,74428
842890,74428
842911,72341
842919,72341
842920,72341
842930,72343
842940,7233
842951,72342
842952,72342
842959,72342
843010,72345
843020,72345
843031,72343
843039,72346
843041,72343
843049,72344
843050,72343
843061,72346
843069,72346
843110,7449
843120,74419
843131,7449
843139,7449
843141,7239
843142,7239
843143,7239
843149,7239
843210,72111
843221,72113
843229,72113
843230,72112
843240,72112
843280,72118
843290,72119
843311,72121
843319,72121
843320,72123
843330,72123
843340,72123
843351,72122
843352,72123
843353,72123
843359,72123
843360,72124
843390,72129
843410,72131
843420,72138
843490,72139
843510,72191
843590,72198
843610,72197
843621,72197
843629,72197
843680,72197
843691,72199
843699,72199
843710,72124
843780,72711
843790,72719
843810,72722
843820,72722
843830,72722
843840,72722
843850,72722
843860,72722
843880,72722
843890,72729
843910,72511
843920,72512
843930,72512
843991,72591
843999,72591
844010,72681
844090,72689
844110,7252
844120,7252
844130,7252
844140,7252
844180,7252
844190,72599
844210,72631
844220,72631
844230,72631
844240,72691
844250,72632
844311,72641
844312,72641
844319,72641
844321,72641
844329,72641
844330,72641
844340,72641
844351,74527
844359,72671
844360,72672
844390,72699
844400,72441
844511,72442
844512,72442
844513,72442
844519,72442
844520,72443
844530,72443
844540,72443
844590,72453
844610,72451
844621,72451
844629,72451
844630,72451
844711,72452
844712,72452
844720,72452
844790,72453
844811,72461
844819,72461
844820,72449
844831,72449
844832,72449
844833,72449
844839,72449
844841,72469
844842,72469
844849,72469
844851,72469
844859,72469
844900,72454
845011,77511
845012,77511
845019,77511
845020,72471
845090,72479
845110,72472
845121,77512
845129,72473
845130,72474
845140,72474
845150,72474
845180,72474
845190,72479
845210,72431
845221,72431
845229,72431
845230,72439
845240,72439
845290,72439
845310,7248
845320,7248
845380,7248
845390,7248
845410,73711
845420,73711
845430,73711
845490,73719
845510,73721
845521,73721
845522,73721
845530,73729
845590,73729
845610,72848
845620,73611
845630,73611
845691,73611
845699,73611
845710,7367
845720,7367
845730,7367
845811,73613
845819,73613
845891,73613
845899,73613
845910,73615
845921,73615
845929,73615
845931,73614
845939,73614
845940,73614
845951,73614
845959,73614
845961,73614
845969,73614
845970,73618
846011,73619
846019,73619
846021,73619
846029,73619
846031,73619
846039,73619
846040,73619
846090,73619
846120,7367
846130,7367
846140,73612
846150,73616
846190,7367
846210,73621
846221,73622
846229,73622
846231,73623
846239,73623
846241,73623
846249,73623
846291,73628
846299,73628
846310,7367
846320,7367
846330,7367
846390,7367
846410,72811
846420,72811
846490,72811
846510,72812
846591,72812
846592,72812
846593,72812
846594,72812
846595,72812
846596,72812
846599,72812
846610,7368
846620,7368
846630,7368
846691,72819
846692,72819
846693,7369
846694,7369
846711,74511
846719,74511
846721,7784
846722,7784
846729,7784
846781,74511
846789,74511
846791,74519
846792,74519
846799,74519
846810,73731
846820,73731
846880,72845
846890,72849
846911,75111
846912,75111
846920,75111
846930,75112
847010,75121
847021,75121
847029,75121
847030,75121
847040,75122
847050,75123
847090,75128
847110,7521
847130,7522
847141,7522
847149,7523
847150,7523
847160,7525
847170,7525
847180,7528
847190,7528
847210,75181
847220,75188
847230,75188
847290,75188
847310,75911
847321,7599
847329,7599
847330,7599
847340,75915
847350,7591
847410,72831
847420,72832
847431,72833
847432,72833
847439,72833
847480,72834
847490,72839
847510,72841
847521,72841
847529,72841
847590,72841
847621,74524
847629,74524
847681,74524
847689,74524
847690,74524
847710,72842
847720,72842
847730,72842
847740,72842
847751,72842
847759,72842
847780,72842
847790,72849
847810,72843
847890,72849
847910,72348
847920,72721
847930,72844
847940,72848
847950,72848
847960,72848
847981,72845
847982,72848
847989,72848
847990,72849
848010,74991
848020,74991
848030,63599
848041,74991
848049,74991
848050,74991
848060,74991
848071,74991
848079,74991
848110,7492
848120,7492
848130,7492
848140,7492
848180,7492
848190,7492
848210,7491
848220,7491
848230,7491
848240,7491
848250,7491
848280,7491
848291,7491
848299,7491
848310,7493
848320,7493
848330,7493
848340,7493
848350,7493
848360,7493
848390,7493
848410,74992
848420,74999
848490,74992
848510,74999
848590,74999
850110,71621
850120,71621
850131,7161
850132,7161
850133,7161
850134,7161
850140,71621
850151,71621
850152,71621
850153,71621
850161,71622
850162,71622
850163,71622
850164,71622
850211,71623
850212,71623
850213,71623
850220,71623
850231,7161
850239,7161
850240,7163
850300,7169
850410,77118
850421,77111
850422,77111
850423,77111
850431,77118
850432,77118
850433,77118
850434,77118
850440,77121
850450,77122
850490,77129
850511,77881
850519,77881
850520,77881
850530,77881
850590,77881
850610,77811
850630,77811
850640,77811
850650,77811
850660,77811
850680,77811
850690,77811
850710,77812
850720,77812
850730,77812
850740,77812
850780,77812
850790,77819
850910,77571
850920,77571
850930,77578
850940,77573
850980,77578
850990,77579
851010,7754
851020,7754
851030,77578
851090,7754
851110,77831
851120,77831
851130,77831
851140,77831
851150,77831
851180,77831
851190,77831
851210,77832
851220,77832
851230,77832
851240,77832
851290,77832
851310,81243
851390,81243
851410,74131
851420,74131
851430,74131
851440,74131
851490,74131
851511,73732
851519,73732
851521,73732
851529,73732
851531,73732
851539,73732
851580,73732
851590,73732
851610,77581
851621,77582
851629,77582
851631,77583
851632,77583
851633,77586
851640,77584
851650,77586
851660,77586
851671,77586
851672,77586
851679,77586
851680,77587
851690,77589
851711,7641
851719,7641
851721,7641
851722,7641
851730,7641
851750,7641
851780,7641
851790,76491
851810,7642
851821,7642
851822,7642
851829,7642
851830,7641
851840,7642
851850,7642
851890,76492
851910,76311
851921,76318
851929,76318
851931,76318
851939,76318
851940,76388
851992,76388
851993,76388
851999,76388
852010,76388
852020,76388
852032,76388
852033,76388
852039,76388
852090,76388
852110,76381
852190,76381
852210,76499
852290,76499
852311,89831
852312,89831
852313,89831
852320,89831
852330,89831
852390,89831
852410,89832
852431,89832
852432,89832
852439,89832
852440,89832
852451,89832
852452,89832
852453,89832
852460,89832
852491,89832
852499,89832
852510,7643
852520,7643
852530,76482
852540,76381
852610,76483
852691,76483
852692,76483
852712,7622
852713,7622
852719,7622
852721,7621
852729,7621
852731,7628
852732,7628
852739,7628
852790,76481
852812,7611
852813,7612
852821,7611
852822,7612
852830,7611
852910,76493
852990,76493
853010,77882
853080,77882
853090,77882
853110,77883
853120,77883
853180,77883
853190,77883
853210,77884
853221,77884
853222,77884
853223,77884
853224,77884
853225,77884
853229,77884
853230,77884
853290,77884
853310,7723
853321,7723
853329,7723
853331,7723
853339,7723
853340,7723
853390,7723
853400,7722
853510,7721
853521,7721
853529,7721
853530,7721
853540,7721
853590,7721
853610,7721
853620,7721
853630,7721
853641,7721
853649,7721
853650,7721
853661,7721
853669,7721
853690,7721
853710,7721
853720,7721
853810,7721
853890,7721
853910,77832
853921,77821
853922,77821
853929,77821
853931,77822
853932,77822
853939,77822
853941,77824
853949,77824
853990,77829
854011,7761
854012,7761
854020,7762
854040,7762
854050,7762
854060,7762
854071,7762
854072,7762
854079,7762
854081,7762
854089,7762
854091,77689
854099,77689
854110,7763
854121,7763
854129,7763
854130,7763
854140,7763
854150,7763
854160,77681
854190,77689
854210,7764
