"Code","ShortDescription","LongDescription","isBasicLevel","AggregateLevel","parentCode"
"65197","Flax or ramie yarn put up for retail sale","Flax or ramie yarn put up for retail sale",1,5,"6519"
"65198","Yarn of jute or of other textile bast fibres of heading 264.0","Yarn of jute or of other textile bast fibres of heading 264.0",1,5,"6519"
"65199","Yarn of other vegetable textile fibres, nes; paper yarn","Yarn of other vegetable textile fibres, nes; paper yarn",1,5,"6519"
"652","Cotton fabrics, woven (not including narrow or special fabrics)","Cotton fabrics, woven (not including narrow or special fabrics)",0,3,"65"
"6521","Cotton fabrics, woven, unbleached, not mercerized","Cotton fabrics, woven, unbleached, not mercerized",0,4,"652"
"65211","Cotton gauze, unbleached, not mercerized","Cotton gauze, unbleached, not mercerized",1,5,"6521"
"65212","Terry fabrics, of cotton, unbleached, not mercerized","Terry fabrics, of cotton, unbleached, not mercerized",1,5,"6521"
"65214","Other woven fabrics with 85% or more of grey cotton, not mercerized","Other woven fabrics with 85% or more of grey cotton, not mercerized",1,5,"6521"
"65215","Other woven cotton fabrics, less 85% of grey cotton, not mercerized","Other woven cotton fabrics, less 85% of grey cotton, not mercerized",1,5,"6521"
"6522","Cotton fabrics, woven, bleached, dyed, etc, or otherwise finished","Cotton fabrics, woven, bleached, dyed, etc, or otherwise finished",0,4,"652"
"65221","Cotton gauze, bleached, dyed, printed, etc, or otherwise finished","Cotton gauze, bleached, dyed, printed, etc, or otherwise finished",1,5,"6522"
"65222","Terry fabrics, of cotton, bleached, etc, or otherwise finished","Terry fabrics, of cotton, bleached, etc, or otherwise finished",1,5,"6522"
"65223","Pile and chenille fabrics, woven, of cotton (no terry fabrics)","Pile and chenille fabrics, woven, of cotton (no terry fabrics)",1,5,"6522"
"65224","Other woven fabrics, 85% plus of cotton, bleached, etc, finished","Other woven fabrics, 85% plus of cotton, bleached, etc, finished",1,5,"6522"
"65225","Other woven fabrics, less 85% of cotton, bleached, etc, finished","Other woven fabrics, less 85% of cotton, bleached, etc, finished",1,5,"6522"
"653","Fabrics, woven, of man-made fibres (not narrow or special fabrics)","Fabrics, woven, of man-made fibres (not narrow or special fabrics)",0,3,"65"
"6531","Fabrics, woven, of continuous synthetic textile materials","Fabrics, woven, of continuous synthetic textile materials",0,4,"653"
"65314","Tire cord fabric, of continuous synthetic textile materials","Tire cord fabric, of continuous synthetic textile materials",1,5,"6531"
"65315","Fabrics, woven, 85% plus of continuous synthetic textile materials","Fabrics, woven, 85% plus of continuous synthetic textile materials",1,5,"6531"
"65316","Fabrics, woven, less 85% of continuous synthetic textile materials","Fabrics, woven, less 85% of continuous synthetic textile materials",1,5,"6531"
"6532","Fabrics, woven, 85% plus of discontinuous synthetic fibres","Fabrics, woven, 85% plus of discontinuous synthetic fibres",1,4,"653"
"6534","Fabrics, woven, less 85% of discontinuous synthetic fibres","Fabrics, woven, less 85% of discontinuous synthetic fibres",0,4,"653"
"65341","Fabrics, woven, less 85% of discontinuous synthetic fibres ; mixed mainly or solely with cotton"," -- mixed mainly or solely with cotton",1,5,"6534"
"65342","Fabrics, woven, less 85% of discontinuous synthetic fibres ; mixed mainly or solely with wool or fine animal hair"," -- mixed mainly or solely with wool or fine animal hair",1,5,"6534"
"65343","Fabrics, woven, less 85% of discontinuous synthetic fibres ; mixed mainly with continuous man-made textile materials"," -- mixed mainly with continuous man-made textile materials",1,5,"6534"
"65349","Fabrics, woven, less 85% of discontinuous synthetic fibres ; mixed mainly with fibres other than cotton, wool, etc"," -- mixed mainly with fibres other than cotton, wool, etc",1,5,"6534"
"6535","Fabric, woven of continuous regenerated textile materials","Fabric, woven of continuous regenerated textile materials",0,4,"653"
"65354","Tire cord fabric of continuous regenerated textile materials","Tire cord fabric of continuous regenerated textile materials",1,5,"6535"
"65355","Fabrics, woven, 85% plus continuous regenerated textile materials","Fabrics, woven, 85% plus continuous regenerated textile materials",1,5,"6535"
"65356","Fabrics, woven, less 85% continuous regenerated textile materials","Fabrics, woven, less 85% continuous regenerated textile materials",1,5,"6535"
"6536","Fabrics, woven, 85% plus of discontinuous regenerated fibres","Fabrics, woven, 85% plus of discontinuous regenerated fibres",1,4,"653"
"6538","Fabrics, woven, less 85% of discontinuous regenerated fibres","Fabrics, woven, less 85% of discontinuous regenerated fibres",0,4,"653"
"65381","Fabrics, woven, less 85% of discontinuous regenerated fibres; mixed mainly or solely with cotton","-- mixed mainly or solely with cotton",1,5,"6538"
"65382","Fabrics, woven, less 85% of discontinuous regenerated fibres; mixed mainly or solely with wool or fine animal hair","-- mixed mainly or solely with wool or fine animal hair",1,5,"6538"
"65383","Fabrics, woven, less 85% of discontinuous regenerated fibres; mixed mainly with continuous man-made textile materials","-- mixed mainly with continuous man-made textile materials",1,5,"6538"
"65389","Fabrics, woven, less 85% of discontinuous regenerated fibres; mixed mainly with fibres other than cotton, wool, etc","-- mixed mainly with fibres other than cotton, wool, etc",1,5,"6538"
"6539","Pile and chenille fabrics, woven, of man-made fibres","Pile and chenille fabrics, woven, of man-made fibres",0,4,"653"
"0","Food and live animals chiefly for food","Food and live animals chiefly for food",0,1,"TOTAL"
"00","Live animals chiefly for food","Live animals chiefly for food",0,2,"0"
"001","Live animals chiefly for food","Live animals chiefly for food",0,3,"00"
"0011","Animals of the bovine species (including buffaloes), live","Animals of the bovine species (including buffaloes), live",0,4,"001"
"00111","Animals of the bovine species (including buffaloes), live; pure bred for breeding","-- pure bred for breeding",1,5,"0011"
"00119","Animals of the bovine species (including buffaloes), live; other than pure bred for breeding","-- other than pure bred for breeding",1,5,"0011"
"0012","Sheep and goats, live","Sheep and goats, live",0,4,"001"
"00121","Sheep, live","Sheep, live",1,5,"0012"
"00122","Goats, live","Goats, live",1,5,"0012"
"0013","Swine, live","Swine, live",1,4,"001"
"0014","Poultry, live","Poultry, live",0,4,"001"
"00141","Live poultry of 185 grams or less","Live poultry of 185 grams or less",1,5,"0014"
"00149","Live poultry over 185 grams","Live poultry over 185 grams",1,5,"0014"
"0015","Equine species, live","Equine species, live",1,4,"001"
"0019","Live animals of a kind mainly used for human food, nes","Live animals of a kind mainly used for human food, nes",1,4,"001"
"01","Meat and preparations","Meat and preparations",0,2,"0"
"011","Meat and edible meat offal, fresh, chilled or frozen","Meat and edible meat offal, fresh, chilled or frozen",0,3,"01"
"0111","Bovine meat, fresh, chilled or frozen","Bovine meat, fresh, chilled or frozen",0,4,"011"
"01111","Bovine meat fresh, chilled or frozen, with bone","Bovine meat fresh, chilled or frozen, with bone",1,5,"0111"
"01112","Bovine meat fresh, chilled or frozen, boneless","Bovine meat fresh, chilled or frozen, boneless",1,5,"0111"
"0112","Meat of sheep and goats, fresh, chilled or frozen","Meat of sheep and goats, fresh, chilled or frozen",1,4,"011"
"0113","Pig meat fresh, chilled or frozen","Pig meat fresh, chilled or frozen",1,4,"011"
"0114","Poultry, dead and edible offal, fresh, chilled or frozen","Poultry, dead and edible offal, fresh, chilled or frozen",1,4,"011"
"0115","Meat of horses, asses, mules and hinnies, fresh, chilled or frozen","Meat of horses, asses, mules and hinnies, fresh, chilled or frozen",1,4,"011"
"0116","Edible offal of headings 0011-5 and 0015, fresh, chilled or frozen","Edible offal of headings 0011-5 and 0015, fresh, chilled or frozen",1,4,"011"
"0118","Other fresh, chilled or frozen meat or edible meat offal","Other fresh, chilled or frozen meat or edible meat offal",0,4,"011"
"01181","Poultry liver fresh, chilled, frozen, salted or in brine","Poultry liver fresh, chilled, frozen, salted or in brine",1,5,"0118"
"01189","Meat and edible meat offal, fresh, chilled, or frozen, nes","Meat and edible meat offal, fresh, chilled, or frozen, nes",1,5,"0118"
"012","Meat and edible meat offal, in brine, dried, salted or smoked","Meat and edible meat offal, in brine, dried, salted or smoked",0,3,"01"
"0121","Bacon, ham, other dried, salted or smoked meat of domestic swine","Bacon, ham, other dried, salted or smoked meat of domestic swine",1,4,"012"
"0129","Meat and edible meat offal, nes, in brine, dried, salted or smoked","Meat and edible meat offal, nes, in brine, dried, salted or smoked",1,4,"012"
"014","Meat and edible meat offal, prepared, preserved, nes; fish extracts","Meat and edible meat offal, prepared, preserved, nes; fish extracts",0,3,"01"
"0141","Meat extracts and juices; fish extracts","Meat extracts and juices; fish extracts",1,4,"014"
"0142","Sausages and the like, of meat, meat offal or animal blood","Sausages and the like, of meat, meat offal or animal blood",1,4,"014"
"0149","Other prepared or preserved meat or meat offal","Other prepared or preserved meat or meat offal",1,4,"014"
"02","Dairy products and birds' eggs","Dairy products and birds' eggs",0,2,"0"
"022","Milk and cream","Milk and cream",0,3,"02"
"0223","Milk and cream fresh, not concentrated or sweetened","Milk and cream fresh, not concentrated or sweetened",1,4,"022"
"0224","Milk and cream, preserved, concentrated or sweetened","Milk and cream, preserved, concentrated or sweetened",0,4,"022"
"02241","Whey","Whey",1,5,"0224"
"02242","Milk dry, containing not more than 1.5% of fat","Milk dry, containing not more than 1.5% of fat",1,5,"0224"
"02243","Milk and cream dry, containing more than 1.5% fat","Milk and cream dry, containing more than 1.5% fat",1,5,"0224"
"02249","Milk and cream (not dry), concentrated, preserved or sweetened","Milk and cream (not dry), concentrated, preserved or sweetened",1,5,"0224"
"023","Butter","Butter",0,3,"02"
"0230","Butter","Butter",1,4,"023"
"024","Cheese and curd","Cheese and curd",0,3,"02"
"0240","Cheese and curd","Cheese and curd",1,4,"024"
"025","Eggs, birds', and egg yolks, fresh, dried or preserved","Eggs, birds', and egg yolks, fresh, dried or preserved",0,3,"02"
"0251","Eggs, birds', and egg yolks, fresh, dried or preserved, in shell","Eggs, birds', and egg yolks, fresh, dried or preserved, in shell",1,4,"025"
"0252","Eggs, birds', egg yolks, fresh, dried or preserved, not in shell","Eggs, birds', egg yolks, fresh, dried or preserved, not in shell",1,4,"025"
"03","Fish, crustacean and molluscs, and preparations thereof","Fish, crustacean and molluscs, and preparations thereof",0,2,"0"
"034","Fish, fresh, chilled or frozen","Fish, fresh, chilled or frozen",0,3,"03"
"0341","Fish, fresh or chilled, excluding fillet","Fish, fresh or chilled, excluding fillet",1,4,"034"
"0342","Fish, frozen, excluding fillets","Fish, frozen, excluding fillets",1,4,"034"
"0343","Fish fillets, fresh or chilled","Fish fillets, fresh or chilled",1,4,"034"
"0344","Fish fillets, frozen","Fish fillets, frozen",1,4,"034"
"035","Fish, dried, salted or in brine; smoked fish","Fish, dried, salted or in brine; smoked fish",0,3,"03"
"0350","Fish, dried, salted or in brine; smoked fish","Fish, dried, salted or in brine; smoked fish",0,4,"035"
"03501","Fish meal fit for human consumption","Fish meal fit for human consumption",1,5,"0350"
"03502","Cod (not in fillets) dried, whether or not salted","Cod (not in fillets) dried, whether or not salted",1,5,"0350"
"03503","Fish (excluding cod) dried, salted or in brine","Fish (excluding cod) dried, salted or in brine",1,5,"0350"
"03504","Fish smoked","Fish smoked",1,5,"0350"
"036","Crustaceans and molluscs, fresh, chilled, frozen, salted, etc","Crustaceans and molluscs, fresh, chilled, frozen, salted, etc",0,3,"03"
"0360","Crustaceans and molluscs, fresh, chilled, frozen, salted, etc","Crustaceans and molluscs, fresh, chilled, frozen, salted, etc",1,4,"036"
"037","Fish, crustaceans and molluscs, prepared or preserved, nes","Fish, crustaceans and molluscs, prepared or preserved, nes",0,3,"03"
"0371","Fish, prepared or preserved, nes","Fish, prepared or preserved, nes",1,4,"037"
"0372","Crustaceans and molluscs, prepared or prepared, nes","Crustaceans and molluscs, prepared or prepared, nes",1,4,"037"
"04","Cereals and cereal preparations","Cereals and cereal preparations",0,2,"0"
"041","Wheat and meslin, unmilled","Wheat and meslin, unmilled",0,3,"04"
"0411","Durum wheat, unmilled","Durum wheat, unmilled",1,4,"041"
"0412","Other wheat and meslin, unmilled","Other wheat and meslin, unmilled",1,4,"041"
"042","Rice","Rice",0,3,"04"
"0421","Rice in the husk or husked, but not farther prepared","Rice in the husk or husked, but not farther prepared",0,4,"042"
"04211","Rice in the husk","Rice in the husk",1,5,"0421"
"04212","Rice husked, but not further prepared","Rice husked, but not further prepared",1,5,"0421"
"0422","Rice, semi-milled or wholly milled","Rice, semi-milled or wholly milled",0,4,"042"
"04221","Rice, semi-milled or milled (unbroken)","Rice, semi-milled or milled (unbroken)",1,5,"0422"
"04222","Rice broken","Rice broken",1,5,"0422"
"043","Barley, unmilled","Barley, unmilled",0,3,"04"
"0430","Barley, unmilled","Barley, unmilled",1,4,"043"
"044","Maize, unmilled","Maize, unmilled",0,3,"04"
"0440","Maize, unmilled","Maize, unmilled",1,4,"044"
"045","Cereals, unmilled","Cereals, unmilled",0,3,"04"
"0451","Rye, unmilled","Rye, unmilled",1,4,"045"
"0452","Oats, unmilled","Oats, unmilled",1,4,"045"
"0459","Buckwheat, millet, etc, and other cereals, unmilled, nes","Buckwheat, millet, etc, and other cereals, unmilled, nes",0,4,"045"
"04591","Millet, unmilled","Millet, unmilled",1,5,"0459"
"04592","Sorghum, unmilled","Sorghum, unmilled",1,5,"0459"
"04599","Other cereals, unmilled, nes","Other cereals, unmilled, nes",1,5,"0459"
"046","Meal and flour of wheat and flour of meslin","Meal and flour of wheat and flour of meslin",0,3,"04"
"0460","Meal and flour of wheat and flour of meslin","Meal and flour of wheat and flour of meslin",0,4,"046"
"04601","Flour of wheat or of meslin","Flour of wheat or of meslin",1,5,"0460"
"04602","Groats, meal and pellets, of wheat","Groats, meal and pellets, of wheat",1,5,"0460"
"047","Other cereal meals and flour","Other cereal meals and flour",0,3,"04"
"0470","Other cereal meals and flour","Other cereal meals and flour",0,4,"047"
"04701","Cereal flours (non-wheat or meslin)","Cereal flours (non-wheat or meslin)",1,5,"0470"
"04702","Cereal groats, meal and pellets (non-wheat)","Cereal groats, meal and pellets (non-wheat)",1,5,"0470"
"048","Cereal, flour or starch preparations of fruits or vegetables","Cereal, flour or starch preparations of fruits or vegetables",0,3,"04"
"0481","Cereal grains, worked or prepared, not elsewhere specified","Cereal grains, worked or prepared, not elsewhere specified",0,4,"048"
"04811","Other worked cereal grains, flaked, rolled, etc","Other worked cereal grains, flaked, rolled, etc",1,5,"0481"
"04812","Prepared cereal, roasted, puffed, etc","Prepared cereal, roasted, puffed, etc",1,5,"0481"
"0482","Malt, roasted or not, including flour","Malt, roasted or not, including flour",1,4,"048"
"0483","Macaroni, spaghetti and similar products","Macaroni, spaghetti and similar products",1,4,"048"
"0484","Bakery products","Bakery products",0,4,"048"
"04841","Bread, biscuit, communion wafers (non-sugars, eggs fat, etc)","Bread, biscuit, communion wafers (non-sugars, eggs fat, etc)",1,5,"0484"
"04842","Pastry, biscuits, cakes etc, with or without cocoa","Pastry, biscuits, cakes etc, with or without cocoa",1,5,"0484"
"0488","Malt extract; cereals preparations with less 50% of cocoa","Malt extract; cereals preparations with less 50% of cocoa",1,4,"048"
"05","Vegetables and fruit","Vegetables and fruit",0,2,"0"
"054","Vegetables, fresh or simply preserved; roots and tubers, nes","Vegetables, fresh or simply preserved; roots and tubers, nes",0,3,"05"
"0541","Potatoes, fresh or chilled, excluding sweet potatoes","Potatoes, fresh or chilled, excluding sweet potatoes",1,4,"054"
"0542","Beans, peas, other leguminous vegetables, dried, shelled","Beans, peas, other leguminous vegetables, dried, shelled",1,4,"054"
"0544","Tomatoes, fresh or chilled","Tomatoes, fresh or chilled",1,4,"054"
"0545","Other fresh or chilled vegetables","Other fresh or chilled vegetables",0,4,"054"
"05451","Alliaceous vegetables, fresh or chilled","Alliaceous vegetables, fresh or chilled",1,5,"0545"
"05459","Vegetables, fresh or chilled, nes","Vegetables, fresh or chilled, nes",1,5,"0545"
"0546","Vegetables, frozen or in temporary preservative","Vegetables, frozen or in temporary preservative",0,4,"054"
"05461","Vegetables, preserved by freezing","Vegetables, preserved by freezing",1,5,"0546"
"05462","Vegetables temporarily preserved, unfrozen","Vegetables temporarily preserved, unfrozen",1,5,"0546"
"0548","Vegetable products roots and tubers, nes, fresh, dried","Vegetable products roots and tubers, nes, fresh, dried",0,4,"054"
"05481","Roots and tubers, with high starch or insulin, fresh or dried","Roots and tubers, with high starch or insulin, fresh or dried",1,5,"0548"
"05482","Sugar beet, fresh or dried; sugar cane","Sugar beet, fresh or dried; sugar cane",1,5,"0548"
"05484","Hop cones and lupulin","Hop cones and lupulin",1,5,"0548"
"05488","Vegetable products, primarily for human food, nes","Vegetable products, primarily for human food, nes",1,5,"0548"
"056","Vegetables, roots and tubers, prepared or preserved, nes","Vegetables, roots and tubers, prepared or preserved, nes",0,3,"05"
"0561","Vegetables (excluding leguminous), dried, evaporated, etc","Vegetables (excluding leguminous), dried, evaporated, etc",1,4,"056"
"0564","Flour, meals and flakes of potatoes, fruit and vegetables, nes","Flour, meals and flakes of potatoes, fruit and vegetables, nes",0,4,"056"
"05643","Flour, meal and flakes of potato","Flour, meal and flakes of potato",1,5,"0564"
"05645","Tapioca, sago and substitutes obtained from starches","Tapioca, sago and substitutes obtained from starches",1,5,"0564"
"05649","Flours of leguminous, fruits, roots and tubers","Flours of leguminous, fruits, roots and tubers",1,5,"0564"
"0565","Vegetables, prepared or preserved, nes","Vegetables, prepared or preserved, nes",0,4,"056"
"05651","Vegetables and fruit, in vinegar or acetic acid","Vegetables and fruit, in vinegar or acetic acid",1,5,"0565"
"05659","Vegetables prepared or preserved other than vinegar, nes","Vegetables prepared or preserved other than vinegar, nes",1,5,"0565"
"057","Fruit and nuts, fresh, dried","Fruit and nuts, fresh, dried",0,3,"05"
"0571","Oranges, mandarins, etc, fresh or dried","Oranges, mandarins, etc, fresh or dried",0,4,"057"
"05711","Oranges, fresh or dried","Oranges, fresh or dried",1,5,"0571"
"05712","Mandarins and similar citrus, fresh or dried","Mandarins and similar citrus, fresh or dried",1,5,"0571"
"0572","Other citrus fruits, fresh or dried","Other citrus fruits, fresh or dried",0,4,"057"
"05721","Lemons and limes, fresh or dried","Lemons and limes, fresh or dried",1,5,"0572"
"05722","Grapefruits, fresh or dried","Grapefruits, fresh or dried",1,5,"0572"
"05729","Citrus fruit, nes, fresh or dried","Citrus fruit, nes, fresh or dried",1,5,"0572"
"0573","Banana, plantain, fresh or dried","Banana, plantain, fresh or dried",1,4,"057"
"0574","Apples, fresh","Apples, fresh",1,4,"057"
"0575","Grapes, fresh or dried","Grapes, fresh or dried",0,4,"057"
"05751","Grapes fresh","Grapes fresh",1,5,"0575"
"05752","Grapes dried (raisins)","Grapes dried (raisins)",1,5,"0575"
"0576","Figs, fresh or dried","Figs, fresh or dried",1,4,"057"
"0577","Nuts edible, fresh or dried","Nuts edible, fresh or dried",0,4,"057"
"05771","Coconuts, fresh or dried (excluding copra)","Coconuts, fresh or dried (excluding copra)",1,5,"0577"
"05772","Brazil nuts, fresh or dried","Brazil nuts, fresh or dried",1,5,"0577"
"05773","Cashew nuts, fresh or dried","Cashew nuts, fresh or dried",1,5,"0577"
"05774","Almonds, fresh or dried","Almonds, fresh or dried",1,5,"0577"
"05775","Hazelnuts, fresh or dried","Hazelnuts, fresh or dried",1,5,"0577"
"05779","Edible nuts, fresh or dry, nes","Edible nuts, fresh or dry, nes",1,5,"0577"
"0579","Fruit, fresh or dried, nes","Fruit, fresh or dried, nes",0,4,"057"
"05792","Pears and quinces, fresh","Pears and quinces, fresh",1,5,"0579"
"05793","Stone fruit, nes, fresh","Stone fruit, nes, fresh",1,5,"0579"
"05794","Berries, fresh","Berries, fresh",1,5,"0579"
"05795","Pineapples, fresh or dried","Pineapples, fresh or dried",1,5,"0579"
"05796","Dates, fresh or dried","Dates, fresh or dried",1,5,"0579"
"05797","Avocados, mangoes, guavas, mangos-teens, fresh or dried","Avocados, mangoes, guavas, mangos-teens, fresh or dried",1,5,"0579"
"05798","Other fresh fruit","Other fresh fruit",1,5,"0579"
"05799","Other dried fruit","Other dried fruit",1,5,"0579"
"058","Fruit, preserved, and fruits preparations","Fruit, preserved, and fruits preparations",0,3,"05"
"0582","Fruit, fruit-peel and parts of plants, preserved by sugar","Fruit, fruit-peel and parts of plants, preserved by sugar",1,4,"058"
"0583","Jams, jellies, marmalades, etc, as cooked preparations","Jams, jellies, marmalades, etc, as cooked preparations",1,4,"058"
"0585","Fruit or vegetable juices","Fruit or vegetable juices",0,4,"058"
"05851","Orange juice","Orange juice",1,5,"0585"
"05852","Grapefruit juice","Grapefruit juice",1,5,"0585"
"05853","Juice of any other citrus fruit","Juice of any other citrus fruit",1,5,"0585"
"05854","Pineapple juice","Pineapple juice",1,5,"0585"
"05855","Tomato juice","Tomato juice",1,5,"0585"
"05857","Juice of any other fruit or vegetable","Juice of any other fruit or vegetable",1,5,"0585"
"05858","Mixtures of fruit or vegetable juices","Mixtures of fruit or vegetable juices",1,5,"0585"
"0586","Fruit, temporarily preserved","Fruit, temporarily preserved",0,4,"058"
"05861","Fruit, frozen without sugar","Fruit, frozen without sugar",1,5,"0586"
"05862","Fruit, frozen with sugar","Fruit, frozen with sugar",1,5,"0586"
"05863","Fruit temporarily preserved, unfrozen","Fruit temporarily preserved, unfrozen",1,5,"0586"
"05864","Peel of melons or citrus fruit, fresh, frozen, dried etc","Peel of melons or citrus fruit, fresh, frozen, dried etc",1,5,"0586"
"0589","Fruit prepared or preserved, nes","Fruit prepared or preserved, nes",0,4,"058"
"05891","Nuts, roasted (including peanut)","Nuts, roasted (including peanut)",1,5,"0589"
"05899","Fruit and nuts, prepared, preserved, nes","Fruit and nuts, prepared, preserved, nes",1,5,"0589"
"06","Sugar, sugar preparations and honey","Sugar, sugar preparations and honey",0,2,"0"
"061","Sugar and honey","Sugar and honey",0,3,"06"
"0611","Sugars, beet and cane, raw, solid","Sugars, beet and cane, raw, solid",1,4,"061"
"0612","Refined sugar etc","Refined sugar etc",1,4,"061"
"0615","Molasses","Molasses",1,4,"061"
"0616","Natural honey","Natural honey",1,4,"061"
"0619","Sugars and syrups nes; artificial honey; caramel","Sugars and syrups nes; artificial honey; caramel",1,4,"061"
"062","Sugar confectionery and preparations, non-chocolate","Sugar confectionery and preparations, non-chocolate",0,3,"06"
"0620","Sugar confectionery and preparations, non-chocolate","Sugar confectionery and preparations, non-chocolate",0,4,"062"
"06201","Sugar confectionery, non-chocolate. pre-1978","Sugar confectionery, non-chocolate. pre-1978",1,5,"0620"
"06202","Flavoured sugars and molasses, non-fruit juices. pre-1978","Flavoured sugars and molasses, non-fruit juices. pre-1978",1,5,"0620"
"07","Coffee, tea, cocoa, spices, and manufactures thereof","Coffee, tea, cocoa, spices, and manufactures thereof",0,2,"0"
"071","Coffee and coffee substitutes","Coffee and coffee substitutes",0,3,"07"
"0711","Coffee green, roasted; coffee substitutes containing coffee","Coffee green, roasted; coffee substitutes containing coffee",0,4,"071"
"07111","Coffee, not roasted; coffee husks and skins","Coffee, not roasted; coffee husks and skins",1,5,"0711"
"07112","Coffee, roasted","Coffee, roasted",1,5,"0711"
"07113","Coffee substitutes containing coffee","Coffee substitutes containing coffee",1,5,"0711"
"0712","Coffee extracts, essences or concentrates","Coffee extracts, essences or concentrates",1,4,"071"
"072","Cocoa","Cocoa",0,3,"07"
"0721","Cocoa beans, raw, roasted","Cocoa beans, raw, roasted",1,4,"072"
"0722","Cocoa powder, unsweetened","Cocoa powder, unsweetened",1,4,"072"
"0723","Cocoa butter and paste","Cocoa butter and paste",0,4,"072"
"07231","Cocoa paste, whether or not defatted","Cocoa paste, whether or not defatted",1,5,"0723"
"07232","Cocoa butter (fat or oil)","Cocoa butter (fat or oil)",1,5,"0723"
"073","Chocolate and other preparations containing cocoa, nes","Chocolate and other preparations containing cocoa, nes",0,3,"07"
"0730","Chocolate and other preparations containing cocoa, nes","Chocolate and other preparations containing cocoa, nes",1,4,"073"
"074","Tea and mate","Tea and mate",0,3,"07"
"0741","Tea","Tea",1,4,"074"
"0742","Mate","Mate",1,4,"074"
"075","Spices","Spices",0,3,"07"
"0751","Pepper of ""piper""; pimento of ""capsicum or pimenta""","Pepper of ""piper""; pimento of ""capsicum or pimenta""",1,4,"075"
"0752","Spices, except pepper and pimento","Spices, except pepper and pimento",0,4,"075"
"07521","Vanilla","Vanilla",1,5,"0752"
"07522","Cinnamon and cinnamon-tree flowers","Cinnamon and cinnamon-tree flowers",1,5,"0752"
"07523","Cloves","Cloves",1,5,"0752"
"07524","Nutmeg, mace, cardamoms","Nutmeg, mace, cardamoms",1,5,"0752"
"07525","Seeds of anise, badian, coriander, cumin, etc","Seeds of anise, badian, coriander, cumin, etc",1,5,"0752"
"07526","Ginger (except in sugar or in syrup)","Ginger (except in sugar or in syrup)",1,5,"0752"
"07528","Thyme, saffron, bay leaves; other spices","Thyme, saffron, bay leaves; other spices",1,5,"0752"
